 1047  BASEL / SWITZERLAND
 1048  RHEINFELDEN / SWITZERLAND
 1049  LAUFENBURG / SWITZERLAND
 1050  ZURZACH / SWITZERLAND
 1051  EGLISAU / SWITZERLAND
 1052  ANDELFINGEN / SWITZERLAND
 1053  FRAUENFELD / SWITZERLAND
 1054  WEINFELDEN / SWITZERLAND
 1055  ROMANSHORN / SWITZERLAND
 1056  LINDAU / GERMANY
 1057  WEILER / GERMANY
 1058  IMMENSTADT / GERMANY
 1059  WERTACH / GERMANY
 1060  FRETIGNEY / FRANCE
 1061  MONTBOZON / FRANCE
 1062  UZELLE / FRANCE
 1063  COLOMBIER FONTAINE / FRANCE
 1064  MONTBELIARD / FRANCE
 1065  BONFOL / SWITZERLAND
 1066  RODERSDORF / SWITZERLAND
 1067  ARLESHEIM / SWITZERLAND
 1068  SISSACH / SWITZERLAND
 1069  FRICK / SWITZERLAND
 1070  BADEN / SWITZERLAND
 1071  BUELACH / SWITZERLAND
 1072  WINTERTHUR / SWITZERLAND
 1073  WIL / SWITZERLAND
 1074  BISCHOFSZELL / SWITZERLAND
 1075  RORSCHACH / SWITZERLAND
 1076  ST. MARGRETHEN / SWITZERLAND
 1077  EGG / AUSTRIA
 1078  RIEDBERG HOEHE / GERMANY
 1079  NEBELHORN / GERMANY
 1080  ETOZ / FRANCE
 1081  RIGNEY / FRANCE
 1082  BAUMES LES DAMES / FRANCE
 1083  DAMBELIN / FRANCE
 1084  DAMVANT / SWITZERLAND
 1085  ST. URSANNE / SWITZERLAND
 1086  DELEMONT / SWITZERLAND
 1087  PASSWANG / SWITZERLAND
 1088  HAUENSTEIN / SWITZERLAND
 1089  AARAU / SWITZERLAND
 1090  WOHLEN / SWITZERLAND
 1091  ZUERICH / SWITZERLAND
 1092  USTER / SWITZERLAND
 1093  HOERNLI / SWITZERLAND
 1094  DEGERSHEIM / SWITZERLAND
 1095  GAIS / SWITZERLAND
 1096  DIEPOLDSAU / SWITZERLAND
 1097  CANISFLUH / AUSTRIA
 1098  HOHER IFEN / AUSTRIA
 1099  HOCHVOGEL / AUSTRIA
 1100  BESANCON / FRANCE
 1101  NANCRAY / FRANCE
 1102  LANDRESSE / FRANCE
 1103  BELLEHERBE / FRANCE
 1104  SAIGNELEGIER / SWITZERLAND
 1105  BELLELAY / SWITZERLAND
 1106  MOUTIER / SWITZERLAND
 1107  BALSTHAL / SWITZERLAND
 1108  MURGENTHAL / SWITZERLAND
 1109  SCHOEFTLAND / SWITZERLAND
 1110  HIZKIRCH / SWITZERLAND
 1111  ALBIS / SWITZERLAND
 1112  STAEFA / SWITZERLAND
 1113  RICKEN / SWITZERLAND
 1114  NESSLAU / SWITZERLAND
 1115  SAENTIS / SWITZERLAND
 1116  FELDKIRCH / SWITZERLAND
 1117  GR WALSERTAL / AUSTRIA
 1118  LECH / AUSTRIA
 1119  WETTER SPITZ / AUSTRIA
 1120  THORAISE / FRANCE
 1121  L'HOPITAL / FRANCE
 1122  VALDAHON / FRANCE
 1123  LE RUSSEY / FRANCE
 1124  LES BOIS / SWITZERLAND
 1125  LE CHASSERAL / SWITZERLAND
 1126  BUEREN A.A. / SWITZERLAND
 1127  SOLOTHURN / SWITZERLAND
 1128  LANGENTHAL / SWITZERLAND
 1129  SURSEE / SWITZERLAND
 1130  HOCHDORF / SWITZERLAND
 1131  ZUG / SWITZERLAND
 1132  EINSIEDELN / SWITZERLAND
 1133  LINTHEBENE / SWITZERLAND
 1134  WALENSEE / SWITZERLAND
 1135  BUCHS / SWITZERLAND
 1136  DREI SCHWESTERN / AUSTRIA
 1137  BLUDENZ / AUSTRIA
 1138  ARLBERG / AUSTRIA
 1139  STANZERTAL / AUSTRIA
 1140  MYON / FRANCE
 1141  LODS / FRANCE
 1142  GILLEY / FRANCE
 1143  LE LOCLE / SWITZERLAND
 1144  VAL DE RUZ / SWITZERLAND
 1145  BIELERSEE / SWITZERLAND
 1146  LYSS / SWITZERLAND
 1147  BURGDORF / SWITZERLAND
 1148  SUMISWALD / SWITZERLAND
 1149  WOLHUSEN / SWITZERLAND
 1150  LUZERN / SWITZERLAND
 1151  RIGI / SWITZERLAND
 1152  IBERGEREGG / SWITZERLAND
 1153  KLOENTAL / SWITZERLAND
 1154  SPITZMEILEN / SWITZERLAND
 1155  SARGANS / SWITZERLAND
 1156  SCHESAPLANA / SWITZERLAND
 1157  SUTZFLUH / AUSTRIA
 1158  MADERER SPITZ / AUSTRIA
 1159  ISCHGL / AUSTRIA
 1160  SALINS LES BAINS / FRANCE
 1161  SEPTFONTAINES / FRANCE
 1162  LES VERRIERS / SWITZERLAND
 1163  TRAVERS / SWITZERLAND
 1164  NEUCHATEL / SWITZERLAND
 1165  MURTEN / SWITZERLAND
 1166  BERN / SWITZERLAND
 1167  WORB / SWITZERLAND
 1168  LANGNAU I.E. / SWITZERLAND
 1169  SCHUEPFHEIM / SWITZERLAND
 1170  ALPNACH / SWITZERLAND
 1171  BECKENRIED / SWITZERLAND
 1172  MUOTATAL / SWITZERLAND
 1173  LINTHAL / SWITZERLAND
 1174  ELM / SWITZERLAND
 1175  VAETTIS / SWITZERLAND
 1176  SCHIERS / SWITZERLAND
 1177  SERNEUS / SWITZERLAND
 1178  GR. LITZNER / AUSTRIA
 1179  SAMNAUN / SWITZERLAND
 1180  ANDELOT / FRANCE
 1181  FRASNE / FRANCE
 1182  STE. CROIX / SWITZERLAND
 1183  GRANDSON / SWITZERLAND
 1184  PAYERNE / SWITZERLAND
 1185  FRIBOURG / SWITZERLAND
 1186  SCHWARZENBURG / SWITZERLAND
 1187  MUENSINGEN / SWITZERLAND
 1188  EGGIWIL / SWITZERLAND
 1189  SOERENBERG / SWITZERLAND
 1190  MELCHTAL / SWITZERLAND
 1191  ENGELBERG / SWITZERLAND
 1192  SCHAECHENTAL / SWITZERLAND
 1193  TOEDI / SWITZERLAND
 1194  FLIMS / SWITZERLAND
 1195  REICHENAU / SWITZERLAND
 1196  AROSA / SWITZERLAND
 1197  DAVOS / SWITZERLAND
 1198  SILVRETTA / SWITZERLAND
 1199  SCUOL / SWITZERLAND
 1200  CHAMPAGNOL / FRANCE
 1201  MOUTHE / FRANCE
 1202  ORBE / SWITZERLAND
 1203  YVERDON / SWITZERLAND
 1204  ROMONT / SWITZERLAND
 1205  ROSSENS / SWITZERLAND
 1206  GUGGISBERG / SWITZERLAND
 1207  THUN / SWITZERLAND
 1208  BEATENBERG / SWITZERLAND
 1209  BRIENZ / SWITZERLAND
 1210  INNERTKIRCHEN / SWITZERLAND
 1211  MEIENTAL / SWITZERLAND
 1212  AMSTEG / SWITZERLAND
 1213  TRUN / SWITZERLAND
 1214  ILANZ / SWITZERLAND
 1215  THUSIS / SWITZERLAND
 1216  FILISUR / SWITZERLAND
 1217  SCALETTAPASS / SWITZERLAND
 1218  ZERNEZ / SWITZERLAND
 1219  S CHARL / SWITZERLAND
 1220  FONCINE LE BAS / FRANCE
 1221  LE SENTIER / SWITZERLAND
 1222  COSSONAY / SWITZERLAND
 1223  ECHALLENS / SWITZERLAND
 1224  MOUDON / SWITZERLAND
 1225  GRUYERES / SWITZERLAND
 1226  BOLTIGEN / SWITZERLAND
 1227  NIESEN / SWITZERLAND
 1228  LAUTERBRUNNEN / SWITZERLAND
 1229  GRINDELWALD / SWITZERLAND
 1230  GUTTANNEN / SWITZERLAND
 1231  URSEREN / SWITZERLAND
 1232  OBERALPPASS / SWITZERLAND
 1233  GREINA / SWITZERLAND
 1234  VALS / SWITZERLAND
 1235  ANDEER / SWITZERLAND
 1236  SAVOGNIN / SWITZERLAND
 1237  ALBULAPASS / SWITZERLAND
 1238  PIZ QUATTERVALS / SWITZERLAND
 1239  STA. MARIA / SWITZERLAND
 1240  LES ROUSSES / FRANCE
 1241  MARCHAIRUZ / SWITZERLAND
 1242  MORGES / SWITZERLAND
 1243  LAUSANNE / SWITZERLAND
 1244  CHATEL ST. DENIS / SWITZERLAND
 1245  CHATEAU D'OEX / SWITZERLAND
 1246  ZWEISIMMEN / SWITZERLAND
 1247  ADELBODEN / SWITZERLAND
 1248  MUERREN / SWITZERLAND
 1249  FINSTERAARHORN / SWITZERLAND
 1250  ULRICHEN / SWITZERLAND
 1251  VAL BEDRETTO / SWITZERLAND
 1252  AMBRI PIOTTA / SWITZERLAND
 1253  OLIVONE / SWITZERLAND
 1254  HINTERRHEIN / SWITZERLAND
 1255  SPLUEGENPASS / SWITZERLAND
 1256  BIVIO / SWITZERLAND
 1257  ST. MORITZ / SWITZERLAND
 1258  LA STRETTA / SWITZERLAND
 1259  BORMIO / ITALY
 1260  COL DE LA FAUCILLE / FRANCE
 1261  NYON / SWITZERLAND
 1262  THONON LES B. / SWITZERLAND
 1263  EVIAN LES B. / SWITZERLAND
 1264  MONTREUX / SWITZERLAND
 1265  LES MOSSES / SWITZERLAND
 1266  LENK / SWITZERLAND
 1267  GEMMI / SWITZERLAND
 1268  LOETSCHENTAL / SWITZERLAND
 1269  ALETSCHGLETSCHER / SWITZERLAND
 1270  BINNTAL / SWITZERLAND
 1271  BASODINO / SWITZERLAND
 1272  P. CAMPO TENCIA / SWITZERLAND
 1273  BIASCA / SWITZERLAND
 1274  MESOCCO / SWITZERLAND
 1275  CAMPODOLCINO / SWITZERLAND
 1276  VAL BREGAGLIA / SWITZERLAND
 1277  PIZ BERNINA / SWITZERLAND
 1278  LA ROSA / SWITZERLAND
 1279  CMA REDASCO / ITALY
 1280  GEX / FRANCE
 1281  COPPET / SWITZERLAND
 1282  PERRIGNIER / FRANCE
 1283  BONNEVAUX / FRANCE
 1284  MONTHEY / SWITZERLAND
 1285  LE DIABLERETS / SWITZERLAND
 1286  ST. LEONARD / SWITZERLAND
 1287  SIERRE / SWITZERLAND
 1288  RARON / SWITZERLAND
 1289  BRIG / SWITZERLAND
 1290  HELSENHORN / SWITZERLAND
 1291  BOSCO-GURIN / SWITZERLAND
 1292  MAGGIA / SWITZERLAND
 1293  OSOGNA / SWITZERLAND
 1294  GRONO / SWITZERLAND
 1295  CIAVENNA / ITALY
 1296  SCIORA / SWITZERLAND
 1297  CHIESA / SWITZERLAND
 1298  LAGO DI POSCHIAVO / SWITZERLAND
 1299  M SEROTTINI / ITALY
 1300  CHANCY / SWITZERLAND
 1301  GENEVE / SWITZERLAND
 1302  BOGEVE / FRANCE
 1303  MORZINE / FRANCE
 1304  VAL D'ILLIEZ / SWITZERLAND
 1305  DT DE MORCLES / SWITZERLAND
 1306  SION / SWITZERLAND
 1307  VISSOIE / SWITZERLAND
 1308  ST. NIKLAUS / SWITZERLAND
 1309  SIMPLON / SWITZERLAND
 1310  V DIVEDRO / ITALY
 1311  COMOLOGNO / SWITZERLAND
 1312  LOCARNO / SWITZERLAND
 1313  BELLINZONA / SWITZERLAND
 1314  PASSO S. JORIO / SWITZERLAND
 1315  L DI MEZZOLA / ITALY
 1316  MORBEGNO / ITALY
 1317  SONDRIO / ITALY
 1318  BIANZONE / ITALY
 1319  EDOLO / ITALY
 1320  LE VUACHE / FRANCE
 1321  MOUSSY / FRANCE
 1322  MARIGNIER / FRANCE
 1323  MORILLON / FRANCE
 1324  BARBERINE / SWITZERLAND
 1325  SEMBRENCHER / SWITZERLAND
 1326  ROSABLANCHE / SWITZERLAND
 1327  EVOLENE / SWITZERLAND
 1328  RANDA / SWITZERLAND
 1329  SAAS / SWITZERLAND
 1330  DOMODOSSOLA / ITALY
 1331  C DELLA LAURASCA / ITALY
 1332  BRISSAGO / SWITZERLAND
 1333  TESSERETE / SWITZERLAND
 1334  PORLEZZA / SWITZERLAND
 1335  M LEGNONE / ITALY
 1336  M AZZARINI / ITALY
 1337  P DI DIAVOLO / ITALY
 1338  P DI COCA / ITALY
 1339  CMA DI BACCHETTA / ITALY
 1340  LA BALME / FRANCE
 1341  TETE DE PARMELAN / FRANCE
 1342  C DE LA COLOMBIERE / FRANCE
 1343  TETE DU COLONNE / FRANCE
 1344  COL DE BALME / FRANCE
 1345  ORSIERES / SWITZERLAND
 1346  CHANRION / SWITZERLAND
 1347  MATTERHORN / SWITZERLAND
 1348  ZERMATT / SWITZERLAND
 1349  MONTE MORO / SWITZERLAND
 1350  CMA CAPEZZONE / ITALY
 1351  VERBANIA / ITALY
 1352  LUINO / ITALY
 1353  LUGANO / SWITZERLAND
 1354  ARGEGNO / ITALY
 1355  GRIGNONE / ITALY
 1356  M ARALALTA / ITALY
 1357  P ARERA / ITALY
 1358  P DI PRESOLANA / ITALY
 1359  BRENO / ITALY
 1360  RUMILLY / FRANCE
 1361  LAC D'ANNECY / FRANCE
 1362  COL DES ARAVIS / FRANCE
 1363  MEGEVE / FRANCE
 1364  MONT BLANC / FRANCE
 1365  GD ST BERNARD / SWITZERLAND
 1366  MONT VELAN / SWITZERLAND
 1367  VALTOURNANCHE / ITALY
 1368  MONTE ROSA / ITALY
 1369  RIMASCO / ITALY
 1370  VARALLO / ITALY
 1371  OMEGNA / ITALY
 1372  GAVIRATE / ITALY
 1373  MENDRISIO / SWITZERLAND
 1374  COMO / ITALY
 1375  LECCO / ITALY
 1376  S. GIOVANNI-BIANCO / ITALY
 1377  M ALBEN / ITALY
 1378  LOVERE / ITALY
 1379  M COLOMBINE / ITALY
 1380  AIX LES BAINS / FRANCE
 1381  FAVERGES / FRANCE
 1382  UGINE / FRANCE
 1383  M TONDU / FRANCE
 1384  PRE-ST-DIDIER / ITALY
 1385  M FALLERE / ITALY
 1386  AOSTA / ITALY
 1387  CHATILLON / ITALY
 1388  BRUSSON / ITALY
 1389  M PALANCA / ITALY
 1390  BORGOSESIA / ITALY
 1391  ARONA / ITALY
 1392  SESTO / ITALY
 1393  TRADATE / ITALY
 1394  CANTU / ITALY
 1395  MERATE / ITALY
 1396  BERGAMO / ITALY
 1397  ALBINO / ITALY
 1398  MARONE / ITALY
 1399  GARDONE / ITALY
 1019  BIS MARKT-OBERDORF / GERMANY
 1039  BIS SEEG / GERMANY
 1059  BIS FUESSEN / GERMANY
 1079  BIS LAILACH SP / AUSTRIA
 1099  BIS WETTERSPITZE / AUSTRIA
 1119  BIS SCHLENKER SP / AUSTRIA
 1139  BIS LANDECK / AUSTRIA
 1159  BIS TOESENS / AUSTRIA
 1179  BIS GLOCKTURM / AUSTRIA
 1199  BIS PIZ LAD / SWITZERLAND
 1219  BIS GLORENZA / ITALY
 1239  BIS MUESTAIR / SWITZERLAND
 1259  BIS ORTLES / ITALY
 1279  BIS PTA S MATEO / ITALY
 1299  BIS PSO DEL TONALE / ITALY
 1319  BIS M ADAMELLO / ITALY
 1339  BIS M FRISOZZO / ITALY
 1359  BIS M BRUFFIONE / ITALY
 1379  BIS BAGOLINO / ITALY
 1399  BIS M ZINGLA / ITALY
  200  PORT S. SAONE / FRANCE
  201  LURE / FRANCE
  202  VOGESEN / FRANCE
  203  MULHOUSE / FRANCE
  204  SUED SCHWARZWALD / GERMANY
  205  SCHAFFHAUSEN / SWITZERLAND
  206  STEIN A. RHEIN / SWITZERLAND
  207  KONSTANZ / SWITZERLAND
  208  RAVENSBURG / GERMANY
  209  KEMPTEN / GERMANY
  210  VESOUL / FRANCE
  211  HELICOURT / FRANCE
  212  BONCOURT / SWITZERLAND
  213  BASEL / SWITZERLAND
  214  LIESTAL / SWITZERLAND
  215  BADEN / SWITZERLAND
  216  FRAUENFELD / SWITZERLAND
  217  ARBON / SWITZERLAND
  218  BREGENZ / AUSTRIA
  219  SONTHOFEN / GERMANY
  220  BESANCON / FRANCE
  221  BAUME LES DAMES / FRANCE
  222  CLOS DU DOUBS / SWITZERLAND
  223  DELEMONT / SWITZERLAND
  224  OLTEN / SWITZERLAND
  225  ZUERICH / SWITZERLAND
  226  RAPPERSWIL / SWITZERLAND
  227  APPENZELL / SWITZERLAND
  228  HOHER FRESCHEN / AUSTRIA
  229  LECHTAL / AUSTRIA
  230  ORNANS / FRANCE
  231  LE LOCLE / SWITZERLAND
  232  VALLON DE ST IMIER / SWITZERLAND
  233  SOLOTHURN / SWITZERLAND
  234  WILLISAU / SWITZERLAND
  235  ROTKREUZ / SWITZERLAND
  236  LACHEN / SWITZERLAND
  237  WALENSTADT / SWITZERLAND
  238  MONTAFON / SWITZERLAND
  239  ARLBERG / AUSTRIA
  240  SALINS LES BAINS / FRANCE
  241  VAL DE TRAVERS / SWITZERLAND
  242  AVENCHES / SWITZERLAND
  243  BERN / SWITZERLAND
  244  ESCHOLZMAT / SWITZERLAND
  245  STANS / SWITZERLAND
  246  KLAUSENPASS / SWITZERLAND
  247  SARDONA / SWITZERLAND
  248  PRAETIGAU / SWITZERLAND
  249  TARASP / SWITZERLAND
  250  VALLEE DE JOUX / SWITZERLAND
  251  LA SARRAZ / SWITZERLAND
  252  BULLE / SWITZERLAND
  253  GANTRISCH / SWITZERLAND
  254  INTERLAKEN / SWITZERLAND
  255  SUSTENPASS / SWITZERLAND
  256  DISENTIS / SWITZERLAND
  257  SAFIENTAL / SWITZERLAND
  258  BERGUEN / SWITZERLAND
  259  OFENPASS / SWITZERLAND
  260  ST CERGUE / SWITZERLAND
  261  LAUSANNE / SWITZERLAND
  262  ROCHERS DE NAYE / SWITZERLAND
  263  WILDSTRUBEL / SWITZERLAND
  264  JUNGFRAU / SWITZERLAND
  265  NUFENENPASS / SWITZERLAND
  266  V. LEVENTINA / SWITZERLAND
  267  S. BERNARDINO / SWITZERLAND
  268  JULIERPASS / SWITZERLAND
  269  BERNINAPASS / SWITZERLAND
  270  GENEVE / SWITZERLAND
  271  CHABLAIS / FRANCE
  272  ST MAURICE / SWITZERLAND
  273  MONTANA / SWITZERLAND
  274  VISP / SWITZERLAND
  275  V. D ANTIGORIO / ITALY
  276  V. VERZASCA / SWITZERLAND
  277  ROVEREDO / SWITZERLAND
  278  M. DISGRAZIA / ITALY
  279  BRUSIO / SWITZERLAND
  280  CRUSEILLES / FRANCE
  281  FAUCIGNY / FRANCE
  282  MARTIGNY / SWITZERLAND
  283  AROLLA / SWITZERLAND
  284  MISCHABEL / SWITZERLAND
  285  DOMODOSSOLA / ITALY
  286  MALCANTONE / SWITZERLAND
  287  MENAGGIO / SWITZERLAND
  288  BRANZI / ITALY
  289  BRENO / ITALY
  290  ANNECY / FRANCE
  291  MEGEVE / FRANCE
  292  COURMAYEUR / SWITZERLAND
  293  VALPELLINE / ITALY
  294  GRESSONEY / ITALY
  295  OMEGNA / ITALY
  296  CHIASSO / SWITZERLAND
  297  COMO / ITALY
  298  BERGAMO / ITALY
  299  LOVERE / ITALY
  209  BIS  SCHONGAU / GERMANY
  219  BIS  FUESSEN / GERMANY
  229  BIS  IMST / AUSTRIA
  239  BIS  PFUNDS / AUSTRIA
  249  BIS  RESIA / ITALY
  259  BIS  GLORENZA / ITALY
  269  BIS  ORTLES / SWITZERLAND
  279  BIS  M. ADAMELLO / ITALY
  289  BIS  RIVA / ITALY
  299  BIS  GARGNANO / ITALY
